id,source,category,age_range,difficulty,language_style,title,india_concept,bible_reference,memory_verse,kid_friendly_explanation,activity_idea,kid_prompt,answer_key,safety_tag
390,India News Headlines,Creativity,10–12,1,English,Show Kindness when you family meals: Traffic safety and helmets.,Traffic safety and helmets,Matthew 7:12,Do to others what you would have them do to you.,"During family meals, practice kindness. Traffic safety and helmets is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show kindness during family meals?,By practicing traffic safety and helmets and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
391,India News Headlines,Technology,8–10,3,English,"In morning assembly, choose Hard work: Keeping temples and parks clean.",Keeping temples and parks clean,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During morning assembly, practice hard work. Keeping temples and parks clean is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show hard work during morning assembly?,"By practicing keeping temples and parks clean and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
392,India News Headlines,School,10–12,2,English,Show Kindness when you market visits: Cricket fair play.,Cricket fair play,Matthew 7:12,Do to others what you would have them do to you.,"During market visits, practice kindness. Cricket fair play is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show kindness during market visits?,By practicing cricket fair play and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
393,India News Headlines,Health,6–8,3,Hinglish,Show Mercy when you rainy season: Helping neighbors during festivals.,Helping neighbors during festivals,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Helping neighbors during festivals ke dauran rainy season mein mercy dikhana seekhein. Please aur thank you bolna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show mercy during rainy season?,"By practicing helping neighbors during festivals and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
394,India News Headlines,Respect,10–12,1,Hinglish,God cares about library hour; practice Peacemaking: Keeping temples and parks clean.,Keeping temples and parks clean,Proverbs 22:1,A good name is more desirable than great riches.,Keeping temples and parks clean ke dauran library hour mein peacemaking dikhana seekhein. Elders ko respect dikhana chahiye.,Start a 7‑day kindness chart at home.,What is one way to show peacemaking during library hour?,By practicing keeping temples and parks clean and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
395,India News Headlines,Nature,10–12,3,English,God cares about park clean-ups; practice Peacemaking: Handwashing before meals.,Handwashing before meals,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During park clean-ups, practice peacemaking. Handwashing before meals is a simple way to show care for others.",Design a poster about the verse.,What is one way to show peacemaking during park clean-ups?,"By practicing handwashing before meals and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
396,India News Headlines,Honesty,6–8,2,Hinglish,Show Self-control when you music practice: Respect for diverse languages.,Respect for diverse languages,Proverbs 22:1,A good name is more desirable than great riches.,Respect for diverse languages ke dauran music practice mein self-control dikhana seekhein. Please aur thank you bolna chahiye.,Draw a comic showing the lesson.,What is one way to show self-control during music practice?,By practicing respect for diverse languages and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
397,India News Headlines,Helping,6–8,2,Hinglish,Show Courage when you playground games: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Helping neighbors during festivals ke dauran playground games mein courage dikhana seekhein. Line mein aage nahi ghusna chahiye.,Write two sentences on how to apply this today.,What is one way to show courage during playground games?,"By practicing helping neighbors during festivals and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
398,India News Headlines,Nature,8–10,3,Hinglish,Be Gratitude in homework time: Queueing at shops and buses.,Queueing at shops and buses,Psalm 24:1,"The earth is the Lord’s, and everything in it.","Queueing at shops and buses ke dauran homework time mein gratitude dikhana seekhein. Helmet peheno, safety first!",Start a 7‑day kindness chart at home.,What is one way to show gratitude during homework time?,"By practicing queueing at shops and buses and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
399,India News Headlines,Sports,10–12,1,Hinglish,"In sports practice, choose Peacemaking: Monsoon safety and helping.",Monsoon safety and helping,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Monsoon safety and helping ke dauran sports practice mein peacemaking dikhana seekhein. Line mein aage nahi ghusna chahiye.,Design a poster about the verse.,What is one way to show peacemaking during sports practice?,"By practicing monsoon safety and helping and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
400,India News Headlines,Civics,10–12,2,Hinglish,God cares about library hour; practice Stewardship: Namaste greeting.,Namaste greeting,Proverbs 3:5,Trust in the Lord with all your heart.,Namaste greeting ke dauran library hour mein stewardship dikhana seekhein. Line mein aage nahi ghusna chahiye.,Write two sentences on how to apply this today.,What is one way to show stewardship during library hour?,By practicing namaste greeting and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
401,India News Headlines,Creativity,10–12,3,English,God cares about school line; practice Courage: Namaste greeting.,Namaste greeting,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During school line, practice courage. Namaste greeting is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show courage during school line?,"By practicing namaste greeting and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
402,India News Headlines,Sports,8–10,2,Hinglish,God cares about school line; practice Stewardship: Using inside voices in public places.,Using inside voices in public places,Proverbs 22:1,A good name is more desirable than great riches.,Using inside voices in public places ke dauran school line mein stewardship dikhana seekhein. Please aur thank you bolna chahiye.,Plant a seed and write a care plan.,What is one way to show stewardship during school line?,By practicing using inside voices in public places and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
403,India News Headlines,Work,6–8,2,English,Show Honesty when you classroom chores: Library book care.,Library book care,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During classroom chores, practice honesty. Library book care is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show honesty during classroom chores?,"By practicing library book care and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
404,India News Headlines,School,10–12,3,English,Be Mercy in school line: Respect for diverse languages.,Respect for diverse languages,Proverbs 22:1,A good name is more desirable than great riches.,"During school line, practice mercy. Respect for diverse languages is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show mercy during school line?,By practicing respect for diverse languages and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
405,India News Headlines,Creativity,6–8,2,English,God cares about family meals; practice Respect: Cricket fair play.,Cricket fair play,Proverbs 22:1,A good name is more desirable than great riches.,"During family meals, practice respect. Cricket fair play is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show respect during family meals?,By practicing cricket fair play and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
406,India News Headlines,Creativity,6–8,2,English,Show Peacemaking when you library hour: Recycling and saving water.,Recycling and saving water,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During library hour, practice peacemaking. Recycling and saving water is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show peacemaking during library hour?,"By practicing recycling and saving water and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
407,India News Headlines,Creativity,8–10,1,Hinglish,Show Courage when you market visits: Recycling and saving water.,Recycling and saving water,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Recycling and saving water ke dauran market visits mein courage dikhana seekhein. Sach bolna zaroori hai.,Draw a comic showing the lesson.,What is one way to show courage during market visits?,"By practicing recycling and saving water and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
408,India News Headlines,Technology,10–12,3,Hinglish,"In homework time, choose Mercy: Namaste greeting.",Namaste greeting,Proverbs 15:1,A gentle answer turns away wrath.,"Namaste greeting ke dauran homework time mein mercy dikhana seekhein. Paani bachao, future bachao.",Draw a comic showing the lesson.,What is one way to show mercy during homework time?,By practicing namaste greeting and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
409,India News Headlines,Helping,8–10,2,Hinglish,God cares about classroom chores; practice Courage: Keeping temples and parks clean.,Keeping temples and parks clean,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Keeping temples and parks clean ke dauran classroom chores mein courage dikhana seekhein. Sab ke saath share karna accha hota hai.,Draw a comic showing the lesson.,What is one way to show courage during classroom chores?,"By practicing keeping temples and parks clean and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
410,India News Headlines,Helping,10–12,1,Hinglish,God cares about family meals; practice Courage: Public transport manners.,Public transport manners,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Public transport manners ke dauran family meals mein courage dikhana seekhein. Line mein aage nahi ghusna chahiye.,Make a thank-you card for a helper.,What is one way to show courage during family meals?,"By practicing public transport manners and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
411,India News Headlines,Honesty,10–12,2,Hinglish,God cares about playground games; practice Honesty: Keeping temples and parks clean.,Keeping temples and parks clean,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","Keeping temples and parks clean ke dauran playground games mein honesty dikhana seekhein. Paani bachao, future bachao.",Design a poster about the verse.,What is one way to show honesty during playground games?,"By practicing keeping temples and parks clean and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
412,India News Headlines,Work,8–10,1,English,Show Gratitude when you morning assembly: Tiffin sharing kindly.,Tiffin sharing kindly,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During morning assembly, practice gratitude. Tiffin sharing kindly is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show gratitude during morning assembly?,"By practicing tiffin sharing kindly and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
413,India News Headlines,Sports,6–8,1,Hinglish,God cares about park clean-ups; practice Gratitude: Library book care.,Library book care,Proverbs 22:1,A good name is more desirable than great riches.,"Library book care ke dauran park clean-ups mein gratitude dikhana seekhein. Paani bachao, future bachao.",Design a poster about the verse.,What is one way to show gratitude during park clean-ups?,By practicing library book care and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
414,India News Headlines,Respect,8–10,2,English,Show Hard work when you park clean-ups: Queueing at shops and buses.,Queueing at shops and buses,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During park clean-ups, practice hard work. Queueing at shops and buses is a simple way to show care for others.",Design a poster about the verse.,What is one way to show hard work during park clean-ups?,"By practicing queueing at shops and buses and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
415,India News Headlines,Festival,6–8,3,English,Be Stewardship in library hour: Namaste greeting.,Namaste greeting,Proverbs 3:5,Trust in the Lord with all your heart.,"During library hour, practice stewardship. Namaste greeting is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show stewardship during library hour?,By practicing namaste greeting and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
416,India News Headlines,Health,6–8,2,English,God cares about sports practice; practice Peacemaking: Cricket fair play.,Cricket fair play,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During sports practice, practice peacemaking. Cricket fair play is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show peacemaking during sports practice?,"By practicing cricket fair play and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
417,India News Headlines,Family,8–10,2,English,God cares about classroom chores; practice Honesty: Traffic safety and helmets.,Traffic safety and helmets,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During classroom chores, practice honesty. Traffic safety and helmets is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show honesty during classroom chores?,"By practicing traffic safety and helmets and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
418,India News Headlines,Technology,10–12,2,Hinglish,Be Respect in family meals: Recycling and saving water.,Recycling and saving water,Matthew 7:12,Do to others what you would have them do to you.,"Recycling and saving water ke dauran family meals mein respect dikhana seekhein. Helmet peheno, safety first!",Create a recycling checklist for your class.,What is one way to show respect during family meals?,By practicing recycling and saving water and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
419,India News Headlines,Honesty,8–10,3,English,God cares about homework time; practice Stewardship: Tiffin sharing kindly.,Tiffin sharing kindly,Matthew 7:12,Do to others what you would have them do to you.,"During homework time, practice stewardship. Tiffin sharing kindly is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show stewardship during homework time?,By practicing tiffin sharing kindly and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
420,India News Headlines,Civics,10–12,3,English,God cares about bus rides; practice Stewardship: Cricket fair play.,Cricket fair play,Matthew 7:12,Do to others what you would have them do to you.,"During bus rides, practice stewardship. Cricket fair play is a simple way to show care for others.",Design a poster about the verse.,What is one way to show stewardship during bus rides?,By practicing cricket fair play and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
421,India News Headlines,Helping,10–12,1,Hinglish,Show Respect when you festival time: Handwashing before meals.,Handwashing before meals,Proverbs 3:5,Trust in the Lord with all your heart.,"Handwashing before meals ke dauran festival time mein respect dikhana seekhein. Helmet peheno, safety first!",Act out a short skit with friends.,What is one way to show respect during festival time?,By practicing handwashing before meals and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
422,India News Headlines,Health,10–12,2,English,Be Honesty in classroom chores: Respect for diverse languages.,Respect for diverse languages,Proverbs 3:5,Trust in the Lord with all your heart.,"During classroom chores, practice honesty. Respect for diverse languages is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show honesty during classroom chores?,By practicing respect for diverse languages and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
423,India News Headlines,Helping,6–8,2,English,Be Courage in rainy season: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During rainy season, practice courage. Helping neighbors during festivals is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show courage during rainy season?,"By practicing helping neighbors during festivals and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
424,India News Headlines,Creativity,10–12,2,Hinglish,God cares about park clean-ups; practice Respect: Using inside voices in public places.,Using inside voices in public places,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Using inside voices in public places ke dauran park clean-ups mein respect dikhana seekhein. Line mein aage nahi ghusna chahiye.,Plant a seed and write a care plan.,What is one way to show respect during park clean-ups?,"By practicing using inside voices in public places and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
425,India News Headlines,Nature,6–8,1,Hinglish,Be Respect in classroom chores: Helping neighbors during festivals.,Helping neighbors during festivals,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Helping neighbors during festivals ke dauran classroom chores mein respect dikhana seekhein. Paani bachao, future bachao.",Act out a short skit with friends.,What is one way to show respect during classroom chores?,"By practicing helping neighbors during festivals and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
426,India News Headlines,Health,6–8,2,English,Be Honesty in homework time: Handwashing before meals.,Handwashing before meals,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During homework time, practice honesty. Handwashing before meals is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show honesty during homework time?,"By practicing handwashing before meals and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
427,India News Headlines,Respect,10–12,2,English,Show Respect when you classroom chores: Library book care.,Library book care,Proverbs 3:5,Trust in the Lord with all your heart.,"During classroom chores, practice respect. Library book care is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show respect during classroom chores?,By practicing library book care and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
428,India News Headlines,Creativity,8–10,2,Hinglish,Be Self-control in music practice: Respect for teachers (Guru).,Respect for teachers (Guru),Proverbs 22:1,A good name is more desirable than great riches.,Respect for teachers (Guru) ke dauran music practice mein self-control dikhana seekhein. Sach bolna zaroori hai.,Write two sentences on how to apply this today.,What is one way to show self-control during music practice?,By practicing respect for teachers (guru) and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
429,India News Headlines,Creativity,8–10,3,English,Be Respect in homework time: Respect for teachers (Guru).,Respect for teachers (Guru),Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During homework time, practice respect. Respect for teachers (Guru) is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show respect during homework time?,"By practicing respect for teachers (guru) and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
430,India News Headlines,Family,10–12,3,English,Be Peacemaking in park clean-ups: Handwashing before meals.,Handwashing before meals,Matthew 7:12,Do to others what you would have them do to you.,"During park clean-ups, practice peacemaking. Handwashing before meals is a simple way to show care for others.",Design a poster about the verse.,What is one way to show peacemaking during park clean-ups?,By practicing handwashing before meals and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
431,India News Headlines,Health,8–10,3,English,God cares about homework time; practice Self-control: Tiffin sharing kindly.,Tiffin sharing kindly,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During homework time, practice self-control. Tiffin sharing kindly is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show self-control during homework time?,"By practicing tiffin sharing kindly and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
432,India News Headlines,Sports,6–8,1,English,Be Self-control in library hour: Helping neighbors during festivals.,Helping neighbors during festivals,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During library hour, practice self-control. Helping neighbors during festivals is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show self-control during library hour?,"By practicing helping neighbors during festivals and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
433,India News Headlines,Honesty,10–12,1,Hinglish,Show Humility when you bus rides: Queueing at shops and buses.,Queueing at shops and buses,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","Queueing at shops and buses ke dauran bus rides mein humility dikhana seekhein. Helmet peheno, safety first!",Draw a comic showing the lesson.,What is one way to show humility during bus rides?,"By practicing queueing at shops and buses and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
434,India News Headlines,Festival,8–10,2,English,Be Humility in park clean-ups: Respect for teachers (Guru).,Respect for teachers (Guru),Proverbs 22:1,A good name is more desirable than great riches.,"During park clean-ups, practice humility. Respect for teachers (Guru) is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show humility during park clean-ups?,By practicing respect for teachers (guru) and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
435,India News Headlines,Travel,6–8,1,English,God cares about playground games; practice Mercy: Using inside voices in public places.,Using inside voices in public places,Matthew 7:12,Do to others what you would have them do to you.,"During playground games, practice mercy. Using inside voices in public places is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show mercy during playground games?,By practicing using inside voices in public places and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
436,India News Headlines,School,10–12,3,Hinglish,Be Honesty in playground games: Traffic safety and helmets.,Traffic safety and helmets,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","Traffic safety and helmets ke dauran playground games mein honesty dikhana seekhein. Helmet peheno, safety first!",Design a poster about the verse.,What is one way to show honesty during playground games?,"By practicing traffic safety and helmets and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
437,India News Headlines,Work,8–10,1,English,God cares about rainy season; practice Courage: Digital kindness in chats.,Digital kindness in chats,Proverbs 3:5,Trust in the Lord with all your heart.,"During rainy season, practice courage. Digital kindness in chats is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show courage during rainy season?,By practicing digital kindness in chats and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
438,India News Headlines,Respect,6–8,3,English,"In homework time, choose Courage: Digital kindness in chats.",Digital kindness in chats,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During homework time, practice courage. Digital kindness in chats is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show courage during homework time?,"By practicing digital kindness in chats and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
439,India News Headlines,Festival,8–10,2,English,God cares about playground games; practice Humility: Respect for diverse languages.,Respect for diverse languages,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During playground games, practice humility. Respect for diverse languages is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show humility during playground games?,"By practicing respect for diverse languages and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
440,India News Headlines,School,10–12,2,Hinglish,God cares about bus rides; practice Respect: Tiffin sharing kindly.,Tiffin sharing kindly,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Tiffin sharing kindly ke dauran bus rides mein respect dikhana seekhein. Sach bolna zaroori hai.,Plant a seed and write a care plan.,What is one way to show respect during bus rides?,"By practicing tiffin sharing kindly and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
441,India News Headlines,School,6–8,2,Hinglish,"In bus rides, choose Respect: Monsoon safety and helping.",Monsoon safety and helping,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Monsoon safety and helping ke dauran bus rides mein respect dikhana seekhein. Sach bolna zaroori hai.,Design a poster about the verse.,What is one way to show respect during bus rides?,"By practicing monsoon safety and helping and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
442,India News Headlines,Helping,10–12,3,English,Be Hard work in classroom chores: Using inside voices in public places.,Using inside voices in public places,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During classroom chores, practice hard work. Using inside voices in public places is a simple way to show care for others.",Design a poster about the verse.,What is one way to show hard work during classroom chores?,"By practicing using inside voices in public places and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
443,India News Headlines,Technology,10–12,2,English,God cares about family meals; practice Honesty: Handwashing before meals.,Handwashing before meals,Proverbs 22:1,A good name is more desirable than great riches.,"During family meals, practice honesty. Handwashing before meals is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show honesty during family meals?,By practicing handwashing before meals and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
444,India News Headlines,Technology,6–8,1,English,Be Self-control in school line: Monsoon safety and helping.,Monsoon safety and helping,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During school line, practice self-control. Monsoon safety and helping is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show self-control during school line?,"By practicing monsoon safety and helping and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
445,India News Headlines,Technology,8–10,3,English,"In family meals, choose Stewardship: Handwashing before meals.",Handwashing before meals,Proverbs 3:5,Trust in the Lord with all your heart.,"During family meals, practice stewardship. Handwashing before meals is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show stewardship during family meals?,By practicing handwashing before meals and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
446,India News Headlines,Health,8–10,3,English,God cares about classroom chores; practice Respect: Tiffin sharing kindly.,Tiffin sharing kindly,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During classroom chores, practice respect. Tiffin sharing kindly is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show respect during classroom chores?,"By practicing tiffin sharing kindly and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
447,India News Headlines,Civics,6–8,3,Hinglish,God cares about morning assembly; practice Peacemaking: Queueing at shops and buses.,Queueing at shops and buses,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Queueing at shops and buses ke dauran morning assembly mein peacemaking dikhana seekhein. Sach bolna zaroori hai.,Start a 7‑day kindness chart at home.,What is one way to show peacemaking during morning assembly?,"By practicing queueing at shops and buses and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
448,India News Headlines,Technology,6–8,1,Hinglish,Show Mercy when you park clean-ups: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 3:5,Trust in the Lord with all your heart.,Helping neighbors during festivals ke dauran park clean-ups mein mercy dikhana seekhein. Sach bolna zaroori hai.,Make a thank-you card for a helper.,What is one way to show mercy during park clean-ups?,By practicing helping neighbors during festivals and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
449,India News Headlines,Helping,8–10,2,Hinglish,Show Gratitude when you morning assembly: Recycling and saving water.,Recycling and saving water,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Recycling and saving water ke dauran morning assembly mein gratitude dikhana seekhein. Please aur thank you bolna chahiye.,Plant a seed and write a care plan.,What is one way to show gratitude during morning assembly?,"By practicing recycling and saving water and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
450,India News Headlines,Nature,10–12,2,English,God cares about temple/church visits; practice Self-control: Library book care.,Library book care,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During temple/church visits, practice self-control. Library book care is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show self-control during temple/church visits?,"By practicing library book care and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
451,India News Headlines,Travel,8–10,3,English,Show Gratitude when you temple/church visits: Monsoon safety and helping.,Monsoon safety and helping,Matthew 7:12,Do to others what you would have them do to you.,"During temple/church visits, practice gratitude. Monsoon safety and helping is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show gratitude during temple/church visits?,By practicing monsoon safety and helping and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
452,India News Headlines,Nature,10–12,2,English,"In library hour, choose Mercy: Cricket fair play.",Cricket fair play,Matthew 7:12,Do to others what you would have them do to you.,"During library hour, practice mercy. Cricket fair play is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show mercy during library hour?,By practicing cricket fair play and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
453,India News Headlines,Nature,6–8,3,English,"In playground games, choose Mercy: Traffic safety and helmets.",Traffic safety and helmets,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During playground games, practice mercy. Traffic safety and helmets is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show mercy during playground games?,"By practicing traffic safety and helmets and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
454,India News Headlines,Work,8–10,3,English,"In morning assembly, choose Kindness: Traffic safety and helmets.",Traffic safety and helmets,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During morning assembly, practice kindness. Traffic safety and helmets is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show kindness during morning assembly?,"By practicing traffic safety and helmets and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
455,India News Headlines,School,8–10,2,Hinglish,Be Courage in library hour: Helping neighbors during festivals.,Helping neighbors during festivals,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Helping neighbors during festivals ke dauran library hour mein courage dikhana seekhein. Helmet peheno, safety first!",Draw a comic showing the lesson.,What is one way to show courage during library hour?,"By practicing helping neighbors during festivals and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
456,India News Headlines,Health,8–10,2,English,Be Humility in festival time: Handwashing before meals.,Handwashing before meals,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During festival time, practice humility. Handwashing before meals is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show humility during festival time?,"By practicing handwashing before meals and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
